700 475
32 118 191
40 123 191
43 123 194
49 127 193
46 125 194
56 124 195
64 127 196
60 127 197
29 120 193
22 119 190
37 120 190
36 118 191
33 120 191
25 119 189
18 118 193
25 119 193
26 118 191
22 120 195
21 117 193
28 123 191
31 120 190
21 122 194
27 121 191
29 120 191
34 122 194
39 121 197
28 121 198
18 122 195
28 122 194
21 123 195
20 124 197
32 124 199
31 122 192
33 126 196
37 124 195
35 122 201
37 128 199
33 124 197
30 127 198
40 124 197
47 127 198
37 126 196
32 126 196
38 127 197
48 128 201
48 127 196
41 128 199
39 126 197
47 126 201
40 127 196
39 131 198
47 126 201
33 127 199
43 130 199
48 128 201
45 129 201
35 132 201
46 131 198
44 131 202
50 133 199
54 131 203
49 132 202
52 135 203
47 131 201
53 133 202
50 133 203
47 134 203
44 136 201
58 135 207
64 137 205
67 136 205
70 135 203
62 137 204
62 137 205
73 141 206
80 146 206
87 149 206
87 144 211
93 152 210
102 154 212
101 153 210
103 156 210
111 161 214
113 163 212
122 166 215
129 169 220
135 173 218
143 178 220
137 176 219
138 170 217
140 177 219
149 181 220
147 182 220
153 185 226
150 182 221
141 176 218
148 181 224
147 181 219
147 180 221
163 192 226
171 196 227
176 199 230
185 205 232
180 201 230
174 198 232
161 190 224
149 184 224
141 178 220
137 174 219
134 175 219
134 175 221
127 171 216
124 170 219
129 173 220
135 175 224
133 175 217
135 176 220
135 176 220
113 162 218
88 152 214
80 148 211
82 150 215
78 149 213
80 151 213
79 150 214
82 151 216
81 151 213
79 150 212
84 152 213
82 153 215
81 153 212
82 154 212
86 152 213
84 154 216
92 154 215
90 154 216
83 154 216
86 155 214
85 155 217
86 156 215
97 157 220
96 158 217
87 155 216
85 157 215
92 156 217
92 158 218
95 160 218
98 160 219
99 159 219
97 159 218
98 160 217
92 161 216
100 162 221
103 162 218
101 163 222
94 160 218
95 159 220
97 162 220
102 163 220
100 162 221
99 161 218
100 161 218
102 163 220
100 161 218
98 163 221
104 163 219
104 163 219
104 163 221
103 164 219
106 165 223
102 165 218
105 166 221
109 166 221
107 162 219
100 166 218
107 167 221
106 165 221
106 167 221
105 168 221
108 170 221
109 166 221
109 169 223
105 168 222
106 168 219
110 172 221
113 169 220
109 169 221
117 169 226
112 169 224
114 171 224
116 172 223
112 172 224
117 172 226
114 171 226
113 173 223
118 171 223
121 174 224
116 174 224
117 173 224
121 173 223
114 174 226
116 176 226
119 175 226
123 177 223
120 176 223
119 175 224
130 178 226
125 175 226
126 176 225
123 177 224
124 177 227
124 176 224
126 178 225
123 177 224
127 179 226
127 179 226
130 178 224
129 180 227
129 182 226
126 180 226
129 180 225
130 181 226
129 180 227
128 180 227
130 181 224
130 182 229
131 183 223
132 185 229
131 183 223
136 185 228
139 184 226
139 184 226
135 184 224
135 184 227
138 186 226
137 186 227
139 187 227
139 187 227
138 186 224
138 188 225
138 186 226
142 190 226
139 187 225
143 189 225
143 188 227
139 187 225
139 189 226
144 188 225
144 189 228
143 189 225
146 188 226
145 189 224
144 190 226
147 190 225
147 193 226
147 192 225
147 191 226
148 192 221
146 193 223
149 192 224
150 193 227
149 192 224
152 193 223
153 192 223
154 193 222
154 193 224
153 194 226
149 192 226
158 193 225
154 193 222
157 194 223
155 194 223
158 195 224
155 194 223
155 195 221
159 194 222
155 194 223
160 194 222
159 195 221
158 194 220
161 195 222
159 193 220
162 196 221
160 194 219
164 196 221
164 196 221
161 197 221
163 194 222
164 195 223
169 196 223
169 197 219
168 194 217
168 196 220
168 196 218
168 195 222
170 201 222
163 171 156
146 137 0
152 145 55
141 138 35
135 140 20
135 140 22
152 148 41
148 141 27
164 153 47
171 148 68
162 143 49
164 153 61
160 152 53
164 153 63
156 147 56
126 122 22
137 135 24
134 131 24
133 126 20
151 138 33
156 146 48
140 132 33
143 134 31
150 141 46
141 139 39
132 128 29
149 128 47
140 129 23
159 148 42
171 157 68
142 137 43
169 145 57
161 141 55
156 139 49
129 128 35
172 149 79
156 142 67
117 112 20
172 156 68
134 130 43
173 157 80
183 158 78
147 141 17
165 159 47
159 145 36
162 148 39
154 142 32
157 150 43
156 139 47
159 140 63
165 151 62
140 133 29
148 138 43
130 123 19
143 140 45
147 141 53
144 141 44
161 155 45
148 137 29
148 140 31
139 130 35
144 134 49
146 133 31
147 135 35
149 136 40
148 138 49
149 138 32
145 132 28
143 127 32
161 153 52
152 150 47
167 157 60
171 166 72
177 166 76
164 154 57
172 160 50
144 134 36
153 141 67
153 146 65
165 152 84
152 128 56
0 94 166
1 95 165
1 95 167
1 95 167
0 93 165
1 94 171
0 97 168
0 96 167
0 96 167
0 96 170
0 94 168
1 97 171
0 95 169
1 97 171
0 96 167
0 97 168
0 97 168
0 98 171
1 99 170
2 100 173
1 99 172
0 98 173
0 98 171
0 97 172
2 98 172
6 100 172
1 101 176
0 100 175
0 101 173
0 100 175
0 99 177
3 101 174
9 101 174
2 102 177
2 103 175
18 100 176
17 104 175
10 111 181
33 114 179
36 114 180
18 111 178
29 111 184
26 110 180
20 111 181
21 113 180
30 113 183
26 113 180
24 111 182
40 117 185
52 122 184
58 124 185
60 121 186
50 117 185
44 114 184
44 117 186
48 121 189
61 122 189
69 129 191
63 127 189
83 133 196
102 149 201
131 162 208
163 186 218
178 194 227
174 193 223
167 190 222
156 182 217
152 178 215
140 169 213
115 157 207
101 151 202
107 150 203
110 152 202
108 152 201
100 147 203
92 141 197
88 138 199
86 141 197
86 138 196
88 139 196
87 139 199
86 137 200
88 140 197
106 149 202
119 155 205
130 162 211
138 170 211
139 171 212
130 164 210
114 157 208
100 147 203
93 142 201
84 138 200
65 130 194
47 126 193
41 119 191
39 117 192
41 117 192
36 120 192
44 118 191
51 123 195
49 122 191
49 124 191
53 126 194
61 128 198
61 128 196
43 124 190
27 118 191
39 117 189
34 117 193
24 121 190
29 120 190
25 117 190
36 118 191
26 118 195
24 117 194
32 118 191
38 120 193
31 119 191
6 120 193
18 122 193
15 122 192
22 123 191
42 120 194
37 121 194
29 123 197
24 121 192
22 123 195
24 124 199
30 124 194
30 122 195
26 123 192
34 122 194
32 123 196
30 122 195
40 127 198
38 124 197
33 124 194
38 125 194
46 125 200
34 127 197
44 127 197
40 129 197
45 128 198
45 124 199
43 127 200
48 126 200
50 128 200
37 128 199
38 129 199
42 129 200
45 129 201
47 129 202
43 129 202
49 128 203
53 127 202
41 130 200
47 131 201
46 133 202
44 131 202
54 133 202
55 134 203
44 133 199
51 133 206
55 136 201
56 135 204
61 135 208
60 137 205
60 134 205
57 137 200
62 137 204
63 137 200
72 141 208
83 144 207
85 145 207
86 144 208
96 150 210
98 148 209
95 151 208
107 158 215
114 161 215
114 162 211
125 165 216
130 166 216
138 175 219
139 176 220
137 174 219
135 173 218
145 178 221
147 179 220
146 179 220
150 185 225
151 180 222
143 176 219
149 183 221
147 180 223
147 181 219
162 190 227
170 196 229
176 201 231
185 205 232
179 203 231
172 196 230
159 189 225
145 180 222
142 179 221
137 175 222
134 175 221
132 175 218
127 171 218
124 166 216
131 175 222
130 177 221
136 174 219
142 176 222
132 177 219
113 162 220
85 151 211
80 149 214
84 149 213
78 152 217
80 150 212
80 151 215
76 152 214
84 149 213
85 150 214
83 152 217
87 151 215
81 153 211
83 151 212
84 154 216
88 154 215
90 154 215
88 153 217
84 154 216
86 154 217
87 156 213
90 156 217
94 156 217
91 157 218
91 157 217
90 156 217
89 154 218
92 158 219
95 160 218
96 161 217
97 159 218
96 158 219
94 159 217
96 161 219
99 161 220
99 160 215
99 159 219
96 161 219
95 159 220
101 161 221
102 161 219
97 162 220
100 163 217
100 160 222
98 165 218
98 163 221
103 163 223
109 164 221
105 164 220
100 163 217
99 164 220
107 163 222
101 166 222
103 166 220
107 166 222
106 166 220
106 167 221
108 164 221
110 166 223
105 166 221
104 167 220
108 168 222
110 167 222
110 167 222
109 169 223
110 170 222
115 168 220
114 170 221
111 171 223
109 170 224
113 170 225
111 171 223
109 173 221
114 169 223
113 173 225
113 173 227
116 171 225
118 175 228
117 173 224
118 174 223
115 173 221
115 175 225
118 176 226
116 176 228
119 175 224
124 174 225
120 176 223
121 177 226
125 177 225
125 175 224
123 177 224
121 177 224
123 177 224
125 177 225
125 177 225
124 178 225
122 178 225
126 180 226
130 178 226
132 180 226
128 179 226
128 180 227
129 180 227
128 182 226
133 182 225
132 183 226
128 182 228
133 182 223
133 184 229
133 182 223
135 183 229
136 183 229
137 184 226
136 185 226
135 184 225
136 185 226
135 184 225
141 186 227
136 185 226
137 185 225
137 186 227
138 186 226
142 188 224
139 187 225
136 188 225
138 186 226
144 190 226
141 189 225
142 187 226
146 188 226
146 190 225
144 189 230
146 189 221
146 190 227
145 191 227
146 190 225
147 191 226
148 191 226
152 190 226
149 192 226
150 191 223
151 191 226
152 192 227
149 192 226
153 193 228
154 193 226
157 193 225
157 192 222
154 193 224
155 194 225
154 193 224
157 193 225
159 194 224
156 196 222
158 193 221
155 195 221
155 195 220
158 195 221
158 195 221
161 195 220
160 195 223
159 195 221
160 194 222
159 197 220
160 194 221
160 196 220
164 195 223
165 195 221
165 195 221
164 194 220
163 195 220
163 195 218
164 196 219
168 195 222
171 197 224
172 196 220
170 197 224
174 201 222
157 174 166
144 134 2
150 140 43
135 133 33
138 141 26
137 140 25
142 138 38
145 140 36
160 154 56
166 150 73
150 134 39
162 152 39
142 144 35
145 139 45
152 143 52
132 129 32
148 132 19
135 125 27
135 130 46
138 134 24
144 135 30
150 140 43
139 130 37
154 137 49
151 140 34
144 128 30
139 121 49
130 125 31
152 144 45
172 147 55
153 148 57
134 131 36
153 141 39
154 140 41
126 123 26
157 152 58
146 134 58
147 129 53
147 137 42
136 135 42
159 143 58
163 139 43
159 147 45
167 159 48
139 137 24
142 137 37
156 141 46
178 155 61
171 151 62
180 158 82
159 144 59
119 107 23
146 138 53
144 144 46
131 122 19
143 126 44
145 138 48
151 145 51
152 146 52
153 145 44
129 122 32
135 129 45
153 143 48
149 141 43
142 140 37
155 147 48
157 143 44
152 137 36
141 129 53
160 151 50
171 164 50
153 140 38
178 164 89
195 179 91
174 161 59
168 156 54
177 156 65
144 139 47
160 153 75
159 144 59
178 169 94
0 94 166
0 94 164
2 96 166
0 94 166
0 94 166
0 93 171
0 97 168
0 96 167
0 97 168
0 96 172
1 97 171
0 97 168
1 98 169
0 96 170
0 97 168
0 96 172
0 97 170
0 97 168
0 97 170
1 99 172
1 99 172
0 98 171
1 99 174
1 99 172
0 100 172
1 101 176
1 99 174
2 100 173
2 100 171
0 101 173
4 102 175
12 100 174
10 101 174
4 100 176
7 101 175
9 103 177
19 105 180
24 108 180
29 114 181
34 111 183
36 115 181
39 113 184
28 108 181
28 111 179
29 109 182
32 112 181
30 110 183
31 108 186
38 115 183
52 116 187
55 124 189
50 119 188
45 115 184
37 114 184
39 113 186
43 119 181
61 122 189
65 127 188
61 126 192
85 135 196
100 146 198
131 162 206
167 187 220
177 197 224
174 195 224
166 189 223
156 180 218
148 176 216
133 166 211
110 152 202
106 150 199
109 152 197
111 153 201
106 149 202
98 148 201
91 140 198
86 138 196
82 136 196
84 141 196
87 138 195
88 138 197
88 140 198
88 140 197
101 148 202
114 155 207
127 164 209
136 169 212
141 168 213
130 164 209
116 156 207
98 147 203
88 143 199
87 136 195
68 132 194
49 124 191
40 120 191
32 119 190
33 120 189
33 120 191
48 122 195
49 122 191
52 122 194
49 124 191
49 126 196
55 130 195
53 126 194
42 120 192
28 119 192
38 120 193
27 117 193
20 118 191
29 120 190
36 120 193
27 118 191
26 120 190
30 118 190
28 121 191
27 118 191
24 117 194
21 119 192
28 120 193
28 121 198
35 121 196
34 123 193
37 121 194
26 120 192
20 122 194
27 119 196
31 119 193
27 124 195
30 124 196
32 125 194
43 123 196
41 123 196
37 126 192
37 126 194
37 125 197
38 125 194
42 124 198
35 128 198
38 127 197
43 125 198
41 130 198
40 126 199
50 127 199
43 125 198
42 129 198
41 128 195
34 131 202
37 128 199
35 130 198
36 128 201
52 130 202
47 129 202
47 129 202
42 128 201
51 134 202
56 130 201
51 131 202
51 131 202
51 131 202
54 132 204
47 134 205
52 135 201
64 134 203
66 133 203
59 137 203
63 136 205
58 137 204
55 135 206
61 133 205
69 138 207
76 141 205
82 143 208
78 143 207
80 145 209
92 148 209
92 148 209
90 150 210
101 156 212
108 159 212
114 161 213
121 165 214
136 170 218
138 175 217
142 175 220
139 173 219
134 175 219
142 179 221
144 177 220
144 177 220
149 182 223
148 181 226
143 178 218
148 183 221
149 180 224
145 180 218
164 190 227
168 192 230
175 199 227
182 206 234
181 200 232
170 194 230
154 188 223
146 181 223
144 178 223
137 175 222
132 175 220
136 174 221
121 167 217
126 170 219
131 173 221
133 178 219
133 174 220
142 178 226
131 174 219
104 161 216
88 152 213
81 149 210
80 149 216
79 148 213
82 150 213
78 149 213
73 151 215
78 149 215
87 150 217
85 148 215
77 153 213
81 152 216
81 152 216
85 153 214
89 154 220
84 152 215
84 154 216
87 155 218
91 156 214
93 155 216
94 156 217
90 156 217
86 158 216
85 156 218
92 156 220
88 156 217
94 156 217
95 157 218
97 159 218
93 158 216
95 160 218
91 160 217
94 158 219
95 161 222
96 163 218
101 162 219
100 161 216
93 159 217
97 162 220
97 162 220
96 163 218
96 162 220
101 161 221
99 164 218
100 164 225
102 163 220
103 164 219
103 163 223
105 166 223
100 165 221
109 165 224
104 163 221
104 164 224
104 166 223
104 165 220
106 165 221
106 167 222
106 167 222
104 167 221
104 167 221
110 170 224
107 168 223
109 168 224
107 169 220
111 171 223
113 168 222
111 168 221
113 171 221
113 170 223
114 171 224
109 170 224
111 172 226
117 172 226
115 170 224
113 173 223
117 174 227
118 173 227
116 173 226
120 171 224
118 174 221
117 175 225
119 174 228
115 176 223
118 176 224
119 177 225
120 176 225
124 177 227
123 176 226
124 178 225
121 177 226
125 178 228
127 175 224
128 178 227
125 177 225
129 180 227
124 178 225
128 178 227
127 179 226
129 180 227
129 180 227
130 181 228
128 182 228
129 182 226
133 180 224
132 183 228
131 184 228
134 182 228
138 183 225
134 183 226
136 183 225
136 185 226
135 184 227
132 183 226
133 186 226
135 182 224
134 186 226
138 185 227
139 186 228
137 186 227
136 185 226
137 186 227
139 187 227
139 188 228
137 189 228
142 185 227
145 187 229
141 189 227
143 189 223
140 188 228
145 191 225
144 190 226
142 191 224
144 189 228
147 192 225
145 190 229
145 189 226
147 190 225
152 192 227
152 190 226
152 192 227
149 192 224
150 193 227
148 193 226
151 192 224
153 194 226
149 192 224
152 193 225
154 195 225
154 193 222
151 195 222
158 193 223
159 194 226
155 196 224
162 193 224
159 194 224
158 195 222
160 195 223
160 195 223
159 195 221
157 194 220
159 194 222
160 194 221
160 196 222
165 195 221
163 197 224
162 196 221
165 197 222
168 196 220
170 196 219
171 199 221
168 196 220
169 195 220
165 196 224
164 193 223
158 194 216
159 190 218
167 194 221
162 168 164
135 133 0
150 145 43
144 138 26
141 134 20
145 138 32
143 136 32
148 145 40
148 149 45
162 149 45
176 154 53
165 149 38
157 150 60
151 136 51
156 148 50
136 133 40
136 131 40
128 127 35
135 134 42
145 137 26
144 134 37
143 128 25
148 133 42
151 141 44
150 136 37
134 128 32
130 119 39
138 129 36
160 149 43
144 135 34
147 135 51
143 137 43
172 153 74
143 135 37
132 126 6
163 158 56
157 150 59
146 136 38
158 149 56
136 136 36
157 149 50
157 141 54
172 155 63
173 162 57
151 139 29
144 133 44
166 144 59
161 142 47
167 151 63
167 140 61
144 135 34
145 135 48
157 146 66
133 134 32
139 128 36
161 140 51
157 150 46
163 155 70
158 152 76
145 139 45
134 131 28
144 133 41
157 148 53
140 141 47
143 142 49
147 142 40
150 138 40
157 141 46
150 133 53
147 145 32
149 149 19
152 145 41
155 155 55
150 142 43
142 141 35
182 162 76
196 171 89
147 150 43
149 145 46
151 143 60
155 152 73
0 94 166
1 96 164
1 95 167
1 95 167
0 94 168
2 96 166
0 96 167
0 96 167
2 96 170
1 95 169
0 95 169
0 96 170
1 97 171
0 96 170
0 96 170
0 96 172
1 97 171
2 98 172
0 96 170
1 97 171
1 99 172
1 99 174
0 97 172
0 99 174
2 100 173
0 99 171
0 101 173
8 102 174
3 101 174
0 101 173
5 101 175
3 101 176
0 100 176
2 102 178
3 101 174
18 101 177
22 101 178
16 109 179
24 110 183
29 112 182
40 113 181
32 110 185
22 111 181
18 111 181
30 108 182
28 111 181
28 112 182
47 110 187
40 114 185
46 120 183
52 121 190
49 118 185
29 112 180
32 114 187
45 115 185
41 116 183
49 118 183
65 120 187
64 128 189
82 133 196
97 144 198
129 160 207
164 182 218
179 195 228
173 192 222
165 185 220
153 181 220
139 171 212
125 159 205
109 152 203
102 149 201
109 148 203
108 151 202
106 147 203
101 144 199
90 139 197
86 136 197
91 140 199
89 137 199
86 138 196
90 139 197
88 140 197
93 139 199
104 150 200
115 157 207
126 163 207
139 170 214
140 168 215
130 162 211
114 155 207
97 148 203
90 142 199
84 136 196
69 130 193
56 123 193
34 121 188
37 120 190
41 118 190
36 118 191
39 117 191
44 123 192
44 122 196
47 124 194
47 126 192
55 129 192
48 125 195
35 122 193
39 119 188
30 121 191
25 119 191
25 119 189
29 120 193
25 119 191
23 119 193
23 120 189
29 116 193
29 121 196
25 119 193
28 121 190
24 121 189
32 121 191
37 119 193
36 120 193
20 121 191
21 123 197
23 122 190
30 120 196
30 122 195
34 122 194
35 121 196
24 122 195
27 124 193
26 123 192
37 123 196
44 124 195
33 124 197
33 125 198
39 126 195
39 123 195
34 128 200
27 123 197
33 128 196
43 127 197
49 128 197
52 126 199
44 126 199
37 130 200
43 128 193
41 130 200
36 131 199
45 129 202
47 130 198
47 129 202
48 128 201
43 130 199
45 132 203
45 129 199
52 130 202
57 131 202
45 134 204
41 132 202
57 132 199
52 130 202
52 132 203
54 133 200
59 137 203
59 136 204
53 138 205
55 134 201
57 134 204
61 136 204
65 140 208
71 138 208
79 144 208
74 143 208
79 144 208
80 146 207
91 149 213
94 148 208
95 154 214
106 157 214
111 161 210
123 165 213
136 172 220
138 175 220
135 173 222
136 175 218
141 176 218
142 179 223
143 178 220
143 176 221
145 180 222
144 177 220
144 179 219
152 186 224
145 179 217
146 179 220
161 189 229
162 192 226
171 198 228
182 206 232
178 199 230
169 195 228
153 185 224
149 181 220
140 177 222
136 174 221
134 177 220
136 174 223
125 168 219
123 170 216
128 171 222
132 177 218
133 174 220
141 178 223
133 173 222
106 161 218
85 151 212
81 149 212
74 149 216
80 149 216
78 148 217
74 149 216
80 149 214
79 150 216
82 151 216
85 153 218
85 150 216
82 152 212
79 153 214
83 152 217
89 155 216
88 158 217
85 154 219
87 155 218
91 157 215
90 156 216
89 155 216
91 157 217
92 158 218
88 156 217
92 158 219
96 154 218
90 160 220
90 159 218
98 158 220
97 159 218
98 160 219
96 161 219
96 161 217
98 162 223
100 162 221
102 161 219
99 161 220
93 162 217
96 162 220
92 161 218
100 160 220
99 161 220
100 162 223
101 162 217
100 165 221
102 161 219
102 163 218
97 163 221
105 166 223
98 165 220
102 162 222
104 167 220
103 165 222
104 164 224
106 165 221
107 166 222
109 168 224
103 166 220
103 168 222
107 167 221
106 165 221
108 169 224
109 169 223
109 169 221
112 169 224
114 169 223
107 168 223
108 171 225
115 171 230
115 170 224
110 172 223
114 170 227
114 171 226
112 174 225
114 174 226
116 173 226
116 173 226
117 173 224
118 174 225
118 176 224
116 176 228
117 175 225
119 175 226
120 178 228
119 175 224
123 174 227
122 176 223
117 178 225
120 176 225
122 175 225
119 177 227
121 178 223
128 178 227
127 177 226
126 178 226
126 180 224
127 179 226
127 179 226
129 179 228
127 181 225
131 182 225
129 182 226
129 181 228
130 183 227
129 183 227
133 181 227
